sewage.date,sewage.station,sewage.genome,sewage.ratio,sewage.region
2023-01-09,CČN Slovenj Gradec,Omikron,0.0197,sg
2023-01-09,CČN Trbovlje,BA.2.75* [Omikron (BA.2.75.X)],0.0556,za
2023-01-09,CČN Trbovlje,BA.5* [Omikron (BA.5.X)],0.377,za
2023-01-09,CČN Trbovlje,BQ.1* [Omikron (BQ.1.X)],0.4355,za
2023-01-09,CČN Trbovlje,Omikron,0.1319,za
2023-01-09,CČN Zagorje,BA.2.75* [Omikron (BA.2.75.X)],0.1068,za
2023-01-09,CČN Zagorje,BA.5* [Omikron (BA.5.X)],0.3645,za
2023-01-09,CČN Zagorje,BQ.1* [Omikron (BQ.1.X)],0.4,za
2023-01-09,CČN Zagorje,Drugo,0.0015,za
2023-01-09,CČN Zagorje,Omikron,0.1273,za
2023-01-09,OČN Šaleške doline,BA.2.75* [Omikron (BA.2.75.X)],0.0417,ce
2023-01-09,OČN Šaleške doline,BA.5* [Omikron (BA.5.X)],0.1119,ce
2023-01-09,OČN Šaleške doline,BQ.1* [Omikron (BQ.1.X)],0.7683,ce
2023-01-09,OČN Šaleške doline,Drugo,0.0015,ce
2023-01-09,OČN Šaleške doline,Omikron,0.0764,ce
2023-01-09,ČN Koper,BA.2.75* [Omikron (BA.2.75.X)],0.0539,kp
2023-01-09,ČN Koper,BA.5* [Omikron (BA.5.X)],0.4848,kp
2023-01-09,ČN Koper,BQ.1* [Omikron (BQ.1.X)],0.458,kp
2023-01-09,ČN Koper,Drugo,0.0033,kp
2023-01-15,CČN Ljubljana,BA.2.75* [Omikron (BA.2.75.X)],0.2201,lj
2023-01-15,CČN Ljubljana,BA.5* [Omikron (BA.5.X)],0.6058,lj
2023-01-15,CČN Ljubljana,Drugo,0.0017,lj
2023-01-15,CČN Ljubljana,Omikron,0.1715,lj
2023-01-15,ČN Domžale Kamnik,BA.2.75* [Omikron (BA.2.75.X)],0.2088,lj
2023-01-15,ČN Domžale Kamnik,BA.5* [Omikron (BA.5.X)],0.4807,lj
2023-01-15,ČN Domžale Kamnik,BQ.1* [Omikron (BQ.1.X)],0.2754,lj
2023-01-15,ČN Domžale Kamnik,Drugo,0.0228,lj
2023-01-15,ČN Domžale Kamnik,Omikron,0.0102,lj
2023-01-16,CČN Litija in Šmartno pri Litiji,BA.5* [Omikron (BA.5.X)],0.6944,za
2023-01-16,CČN Litija in Šmartno pri Litiji,Drugo,0.0029,za
2023-01-16,CČN Litija in Šmartno pri Litiji,Omikron,0.3026,za
2023-01-16,CČN Postojna,BA.2.75* [Omikron (BA.2.75.X)],0.0404,po
2023-01-16,CČN Postojna,BA.5* [Omikron (BA.5.X)],0.6232,po
2023-01-16,CČN Postojna,BQ.1* [Omikron (BQ.1.X)],0.2137,po
2023-01-16,CČN Postojna,Drugo,0.0021,po
2023-01-16,CČN Postojna,Omikron,0.1202,po
2023-01-16,CČN Zagorje,BA.5* [Omikron (BA.5.X)],0.5949,za
2023-01-16,CČN Zagorje,BQ.1* [Omikron (BQ.1.X)],0.2263,za
2023-01-16,CČN Zagorje,Drugo,0.0029,za
2023-01-16,CČN Zagorje,Omikron,0.1729,za
2023-01-22,CČN Ljubljana,BA.2.75* [Omikron (BA.2.75.X)],0.2368,lj
2023-01-22,CČN Ljubljana,BA.5* [Omikron (BA.5.X)],0.3776,lj
2023-01-22,CČN Ljubljana,BQ.1* [Omikron (BQ.1.X)],0.2492,lj
2023-01-22,CČN Ljubljana,Drugo,0.0017,lj
2023-01-22,CČN Ljubljana,Omikron,0.1346,lj
2023-01-22,ČN Domžale Kamnik,BA.2.75* [Omikron (BA.2.75.X)],0.0999,lj
2023-01-22,ČN Domžale Kamnik,BA.5* [Omikron (BA.5.X)],0.5695,lj
2023-01-22,ČN Domžale Kamnik,BQ.1* [Omikron (BQ.1.X)],0.2467,lj
2023-01-22,ČN Domžale Kamnik,Drugo,0.0034,lj
2023-01-22,ČN Domžale Kamnik,Omikron,0.0801,lj
2023-01-22,ČN Kranj,BA.2.75* [Omikron (BA.2.75.X)],0.283,kr
2023-01-22,ČN Kranj,BA.5* [Omikron (BA.5.X)],0.5281,kr
2023-01-22,ČN Kranj,BQ.1* [Omikron (BQ.1.X)],0.045,kr
2023-01-22,ČN Kranj,Drugo,0.0024,kr
2023-01-22,ČN Kranj,Omikron,0.14,kr
2023-01-22,ČN Maribor,BA.2.75* [Omikron (BA.2.75.X)],0.0401,mb
2023-01-22,ČN Maribor,BA.5* [Omikron (BA.5.X)],0.4812,mb
2023-01-22,ČN Maribor,BQ.1* [Omikron (BQ.1.X)],0.262,mb
2023-01-22,ČN Maribor,Drugo,0.0031,mb
2023-01-22,ČN Maribor,Omikron,0.2132,mb
2023-01-22,ČN Nova Gorica,BA.5* [Omikron (BA.5.X)],0.2931,ng
2023-01-22,ČN Nova Gorica,BQ.1* [Omikron (BQ.1.X)],0.6839,ng
2023-01-22,ČN Nova Gorica,Drugo,0.0028,ng
2023-01-22,ČN Nova Gorica,Omikron,0.0198,ng
2023-01-23,CČN Litija in Šmartno pri Litiji,BA.2.75* [Omikron (BA.2.75.X)],0.0028,za
2023-01-23,CČN Litija in Šmartno pri Litiji,BA.5* [Omikron (BA.5.X)],0.7897,za
2023-01-23,CČN Litija in Šmartno pri Litiji,BQ.1* [Omikron (BQ.1.X)],0.0028,za
2023-01-23,CČN Litija in Šmartno pri Litiji,Drugo,0.0034,za
2023-01-23,CČN Litija in Šmartno pri Litiji,Omikron,0.2,za
2023-01-23,CČN Postojna,BA.2.75* [Omikron (BA.2.75.X)],0.3254,po
2023-01-23,CČN Postojna,BA.5* [Omikron (BA.5.X)],0.5194,po
2023-01-23,CČN Postojna,BQ.1* [Omikron (BQ.1.X)],0.1108,po
2023-01-23,CČN Postojna,Drugo,0.003,po
2023-01-23,CČN Postojna,Omikron,0.0411,po
2023-01-23,OČN Šaleške doline,BA.5* [Omikron (BA.5.X)],0.5187,ce
2023-01-23,OČN Šaleške doline,BQ.1* [Omikron (BQ.1.X)],0.3567,ce
2023-01-23,OČN Šaleške doline,Drugo,0.0014,ce
2023-01-23,OČN Šaleške doline,Omikron,0.1231,ce
2023-01-23,ČN Novo mesto,BA.2.75* [Omikron (BA.2.75.X)],0.1748,nm
2023-01-23,ČN Novo mesto,BA.5* [Omikron (BA.5.X)],0.3734,nm
2023-01-23,ČN Novo mesto,BQ.1* [Omikron (BQ.1.X)],0.4472,nm
2023-01-23,ČN Novo mesto,Drugo,0.0013,nm
2023-01-23,ČN Novo mesto,Omikron,0.0018,nm
2023-01-29,CČN Postojna,BA.2.75* [Omikron (BA.2.75.X)],0.2585,po
2023-01-29,CČN Postojna,BA.5* [Omikron (BA.5.X)],0.7031,po
2023-01-29,CČN Postojna,BQ.1* [Omikron (BQ.1.X)],0.0023,po
2023-01-29,CČN Postojna,Drugo,0.003,po
2023-01-29,CČN Postojna,Omikron,0.0326,po
2023-01-29,ČN Kranj,BA.2.75* [Omikron (BA.2.75.X)],0.1117,kr
2023-01-29,ČN Kranj,BA.5* [Omikron (BA.5.X)],0.6487,kr
2023-01-29,ČN Kranj,BQ.1* [Omikron (BQ.1.X)],0.0724,kr
2023-01-29,ČN Kranj,Drugo,0.0012,kr
2023-01-29,ČN Kranj,Omikron,0.1653,kr
2023-01-30,CČN Zagorje,BA.5* [Omikron (BA.5.X)],0.9087,za
2023-01-30,CČN Zagorje,BQ.1* [Omikron (BQ.1.X)],0.0039,za
2023-01-30,CČN Zagorje,Drugo,0.005,za
2023-01-30,CČN Zagorje,Omikron,0.0824,za
2023-01-30,ČN Novo mesto,BA.2.75* [Omikron (BA.2.75.X)],0.3459,nm
2023-01-30,ČN Novo mesto,BA.5* [Omikron (BA.5.X)],0.6148,nm
2023-01-30,ČN Novo mesto,BQ.1* [Omikron (BQ.1.X)],0.0211,nm
2023-01-30,ČN Novo mesto,Drugo,0.0031,nm
2023-01-30,ČN Novo mesto,Omikron,0.0137,nm
2023-02-05,CČN Ljubljana,BA.2.75* [Omikron (BA.2.75.X)],0.3333,lj
2023-02-05,CČN Ljubljana,BA.5* [Omikron (BA.5.X)],0.0493,lj
2023-02-05,CČN Ljubljana,BQ.1* [Omikron (BQ.1.X)],0.0071,lj
2023-02-05,CČN Ljubljana,Drugo,0.003,lj
2023-02-05,CČN Ljubljana,Omikron,0.6071,lj
2023-02-05,CČN Postojna,BA.2.75* [Omikron (BA.2.75.X)],0.0417,po
2023-02-05,CČN Postojna,BA.5* [Omikron (BA.5.X)],0.0457,po
2023-02-05,CČN Postojna,BQ.1* [Omikron (BQ.1.X)],0.4117,po
2023-02-05,CČN Postojna,Omikron,0.5009,po
2023-02-05,ČN Domžale Kamnik,BA.2.75* [Omikron (BA.2.75.X)],0.1268,lj
2023-02-05,ČN Domžale Kamnik,BA.5* [Omikron (BA.5.X)],0.0061,lj
2023-02-05,ČN Domžale Kamnik,BQ.1* [Omikron (BQ.1.X)],0.2064,lj
2023-02-05,ČN Domžale Kamnik,Drugo,0.0012,lj
2023-02-05,ČN Domžale Kamnik,Omikron,0.6576,lj
2023-02-05,ČN Koper,BA.2.75* [Omikron (BA.2.75.X)],0.1329,kp
2023-02-05,ČN Koper,BQ.1* [Omikron (BQ.1.X)],0.2842,kp
2023-02-05,ČN Koper,Omikron,0.5829,kp
2023-02-05,ČN Kranj,BA.2.75* [Omikron (BA.2.75.X)],0.7129,kr
2023-02-05,ČN Kranj,BQ.1* [Omikron (BQ.1.X)],0.0278,kr
2023-02-05,ČN Kranj,Drugo,0.0013,kr
2023-02-05,ČN Kranj,Omikron,0.258,kr
2023-02-05,ČN Nova Gorica,BA.2.75* [Omikron (BA.2.75.X)],0.4444,ng
2023-02-05,ČN Nova Gorica,BQ.1* [Omikron (BQ.1.X)],0.5526,ng
2023-02-05,ČN Nova Gorica,Omikron,0.003,ng
2023-02-06,CČN Trbovlje,BA.2.75* [Omikron (BA.2.75.X)],0.1781,za
2023-02-06,CČN Trbovlje,BA.5* [Omikron (BA.5.X)],0.0719,za
2023-02-06,CČN Trbovlje,BQ.1* [Omikron (BQ.1.X)],0.3545,za
2023-02-06,CČN Trbovlje,Drugo,0.0012,za
2023-02-06,CČN Trbovlje,Omikron,0.3923,za
2023-02-06,CČN Zagorje,BA.2.75* [Omikron (BA.2.75.X)],0.0012,za
2023-02-06,CČN Zagorje,BA.5* [Omikron (BA.5.X)],0.2379,za
2023-02-06,CČN Zagorje,BQ.1* [Omikron (BQ.1.X)],0.2872,za
2023-02-06,CČN Zagorje,Omikron,0.4715,za
2023-02-06,OČN Šaleške doline,BA.2.75* [Omikron (BA.2.75.X)],0.4645,ce
2023-02-06,OČN Šaleške doline,BA.5* [Omikron (BA.5.X)],0.0052,ce
2023-02-06,OČN Šaleške doline,BQ.1* [Omikron (BQ.1.X)],0.0273,ce
2023-02-06,OČN Šaleške doline,Omikron,0.503,ce
2023-02-06,ČN Celje,BA.2.75* [Omikron (BA.2.75.X)],0.0156,ce
2023-02-06,ČN Celje,BA.5* [Omikron (BA.5.X)],0.6772,ce
2023-02-06,ČN Celje,BQ.1* [Omikron (BQ.1.X)],0.2227,ce
2023-02-06,ČN Celje,Omikron,0.083,ce
2023-02-06,ČN Novo mesto,BA.2.75* [Omikron (BA.2.75.X)],0.1516,nm
2023-02-06,ČN Novo mesto,BA.5* [Omikron (BA.5.X)],0.5269,nm
2023-02-06,ČN Novo mesto,BQ.1* [Omikron (BQ.1.X)],0.3213,nm
2023-02-12,CČN Ljubljana,BA.2.75* [Omikron (BA.2.75.X)],0.2931,lj
2023-02-12,CČN Ljubljana,BA.5* [Omikron (BA.5.X)],0.003,lj
2023-02-12,CČN Ljubljana,BQ.1* [Omikron (BQ.1.X)],0.1524,lj
2023-02-12,CČN Ljubljana,Omikron,0.5494,lj
2023-02-12,CČN Murska Sobota,BA.5* [Omikron (BA.5.X)],0.2794,ms
2023-02-12,CČN Murska Sobota,BQ.1* [Omikron (BQ.1.X)],0.5096,ms
2023-02-12,CČN Murska Sobota,Drugo,0.0018,ms
2023-02-12,CČN Murska Sobota,Omikron,0.2092,ms
2023-02-12,ČN Domžale Kamnik,BA.2.75* [Omikron (BA.2.75.X)],0.646,lj
2023-02-12,ČN Domžale Kamnik,BA.5* [Omikron (BA.5.X)],0.1112,lj
2023-02-12,ČN Domžale Kamnik,BQ.1* [Omikron (BQ.1.X)],0.0025,lj
2023-02-12,ČN Domžale Kamnik,Omikron,0.2402,lj
2023-02-12,ČN Kranj,BQ.1* [Omikron (BQ.1.X)],0.0252,kr
2023-02-12,ČN Kranj,Omikron,0.9748,kr
2023-02-12,ČN Maribor,BA.2.75* [Omikron (BA.2.75.X)],0.2725,mb
2023-02-12,ČN Maribor,BA.5* [Omikron (BA.5.X)],0.1427,mb
2023-02-12,ČN Maribor,BQ.1* [Omikron (BQ.1.X)],0.4083,mb
2023-02-12,ČN Maribor,Drugo,0.0018,mb
2023-02-12,ČN Maribor,Omikron,0.1746,mb
2023-02-13,CČN Brežice,BA.5* [Omikron (BA.5.X)],0.6164,kk
2023-02-13,CČN Brežice,BQ.1* [Omikron (BQ.1.X)],0.3836,kk
2023-02-13,CČN Litija in Šmartno pri Litiji,BA.2.75* [Omikron (BA.2.75.X)],0.0242,za
2023-02-13,CČN Litija in Šmartno pri Litiji,BA.5* [Omikron (BA.5.X)],0.3677,za
2023-02-13,CČN Litija in Šmartno pri Litiji,Drugo,0.0041,za
2023-02-13,CČN Litija in Šmartno pri Litiji,Omikron,0.6038,za
2023-02-13,CČN Postojna,BA.2.75* [Omikron (BA.2.75.X)],0.1565,po
2023-02-13,CČN Postojna,BA.5* [Omikron (BA.5.X)],0.0072,po
2023-02-13,CČN Postojna,BQ.1* [Omikron (BQ.1.X)],0.0195,po
2023-02-13,CČN Postojna,Drugo,0.0044,po
2023-02-13,CČN Postojna,Omikron,0.8123,po
2023-02-13,CČN Slovenj Gradec,BQ.1* [Omikron (BQ.1.X)],0.5489,sg
2023-02-13,CČN Slovenj Gradec,Drugo,0.0025,sg
2023-02-13,CČN Slovenj Gradec,Omikron,0.4486,sg
2023-02-13,CČN Trbovlje,BA.2.75* [Omikron (BA.2.75.X)],0.6492,za
2023-02-13,CČN Trbovlje,BA.5* [Omikron (BA.5.X)],0.0991,za
2023-02-13,CČN Trbovlje,Omikron,0.25,za
2023-02-13,CČN Zagorje,BQ.1* [Omikron (BQ.1.X)],0.3671,za
2023-02-13,CČN Zagorje,Omikron,0.6329,za
2023-02-13,ČN Novo mesto,BA.2.75* [Omikron (BA.2.75.X)],0.671,nm
2023-02-13,ČN Novo mesto,BA.5* [Omikron (BA.5.X)],0.0031,nm
2023-02-13,ČN Novo mesto,BQ.1* [Omikron (BQ.1.X)],0.2161,nm
2023-02-13,ČN Novo mesto,Drugo,0.0033,nm
2023-02-13,ČN Novo mesto,Omikron,0.1056,nm
2023-02-19,CČN Ljubljana,BA.2.75* [Omikron (BA.2.75.X)],0.329,lj
2023-02-19,CČN Ljubljana,BA.5* [Omikron (BA.5.X)],0.0799,lj
2023-02-19,CČN Ljubljana,BQ.1* [Omikron (BQ.1.X)],0.3333,lj
2023-02-19,CČN Ljubljana,Drugo,0.001,lj
2023-02-19,CČN Ljubljana,Omikron,0.2567,lj
2023-02-19,CČN Murska Sobota,BA.2.75* [Omikron (BA.2.75.X)],0.0302,ms
2023-02-19,CČN Murska Sobota,BQ.1* [Omikron (BQ.1.X)],0.2902,ms
2023-02-19,CČN Murska Sobota,Drugo,0.0011,ms
2023-02-19,CČN Murska Sobota,Omikron,0.6759,ms
2023-02-19,CČN Postojna,BA.2.75* [Omikron (BA.2.75.X)],0.2818,po
2023-02-19,CČN Postojna,BA.5* [Omikron (BA.5.X)],0.1058,po
2023-02-19,CČN Postojna,BQ.1* [Omikron (BQ.1.X)],0.1905,po
2023-02-19,CČN Postojna,Omikron,0.4182,po
2023-02-19,ČN Domžale Kamnik,BA.2.75* [Omikron (BA.2.75.X)],0.3845,lj
2023-02-19,ČN Domžale Kamnik,BA.5* [Omikron (BA.5.X)],0.0742,lj
2023-02-19,ČN Domžale Kamnik,BQ.1* [Omikron (BQ.1.X)],0.2258,lj
2023-02-19,ČN Domžale Kamnik,Omikron,0.3149,lj
2023-02-19,ČN Koper,BA.2.75* [Omikron (BA.2.75.X)],0.2222,kp
2023-02-19,ČN Koper,BA.5* [Omikron (BA.5.X)],0.2,kp
2023-02-19,ČN Koper,BQ.1* [Omikron (BQ.1.X)],0.2,kp
2023-02-19,ČN Koper,Omikron,0.3778,kp
2023-02-19,ČN Kranj,BA.2.75* [Omikron (BA.2.75.X)],0.336,kr
2023-02-19,ČN Kranj,BA.5* [Omikron (BA.5.X)],0.2475,kr
2023-02-19,ČN Kranj,BQ.1* [Omikron (BQ.1.X)],0.0513,kr
2023-02-19,ČN Kranj,Drugo,0.001,kr
2023-02-19,ČN Kranj,Omikron,0.3632,kr
2023-02-19,ČN Maribor,BA.2.75* [Omikron (BA.2.75.X)],0.219,mb
2023-02-19,ČN Maribor,BA.5* [Omikron (BA.5.X)],0.0229,mb
2023-02-19,ČN Maribor,BQ.1* [Omikron (BQ.1.X)],0.2663,mb
2023-02-19,ČN Maribor,Omikron,0.4913,mb
2023-02-20,CČN Brežice,BA.2.75* [Omikron (BA.2.75.X)],0.1963,kk
2023-02-20,CČN Brežice,BA.5* [Omikron (BA.5.X)],0.17,kk
2023-02-20,CČN Brežice,BQ.1* [Omikron (BQ.1.X)],0.25,kk
2023-02-20,CČN Brežice,Omikron,0.3837,kk
2023-02-20,CČN Litija in Šmartno pri Litiji,BA.2.75* [Omikron (BA.2.75.X)],0.2,za
2023-02-20,CČN Litija in Šmartno pri Litiji,BA.5* [Omikron (BA.5.X)],0.1562,za
2023-02-20,CČN Litija in Šmartno pri Litiji,BQ.1* [Omikron (BQ.1.X)],0.266,za
2023-02-20,CČN Litija in Šmartno pri Litiji,Omikron,0.3778,za
2023-02-20,CČN Slovenj Gradec,BA.2.75* [Omikron (BA.2.75.X)],0.448,sg
2023-02-20,CČN Slovenj Gradec,BA.5* [Omikron (BA.5.X)],0.0325,sg
2023-02-20,CČN Slovenj Gradec,BQ.1* [Omikron (BQ.1.X)],0.2536,sg
2023-02-20,CČN Slovenj Gradec,Drugo,0.0032,sg
2023-02-20,CČN Slovenj Gradec,Omikron,0.2616,sg
2023-02-20,CČN Trbovlje,BA.2.75* [Omikron (BA.2.75.X)],0.2354,za
2023-02-20,CČN Trbovlje,BA.5* [Omikron (BA.5.X)],0.037,za
2023-02-20,CČN Trbovlje,BQ.1* [Omikron (BQ.1.X)],0.3077,za
2023-02-20,CČN Trbovlje,Omikron,0.4199,za
2023-02-20,CČN Zagorje,BA.2.75* [Omikron (BA.2.75.X)],0.2857,za
2023-02-20,CČN Zagorje,BA.5* [Omikron (BA.5.X)],0.1193,za
2023-02-20,CČN Zagorje,BQ.1* [Omikron (BQ.1.X)],0.1515,za
2023-02-20,CČN Zagorje,Omikron,0.4435,za
2023-02-20,OČN Šaleške doline,BA.2.75* [Omikron (BA.2.75.X)],0.2517,ce
2023-02-20,OČN Šaleške doline,BA.5* [Omikron (BA.5.X)],0.0544,ce
2023-02-20,OČN Šaleške doline,BQ.1* [Omikron (BQ.1.X)],0.2222,ce
2023-02-20,OČN Šaleške doline,Omikron,0.4717,ce
2023-02-20,ČN Celje,BA.2.75* [Omikron (BA.2.75.X)],0.2366,ce
2023-02-20,ČN Celje,BA.5* [Omikron (BA.5.X)],0.0683,ce
2023-02-20,ČN Celje,BQ.1* [Omikron (BQ.1.X)],0.2,ce
2023-02-20,ČN Celje,Omikron,0.4951,ce
2023-02-20,ČN Nova Gorica,BA.2.75* [Omikron (BA.2.75.X)],0.1777,ng
2023-02-20,ČN Nova Gorica,BA.5* [Omikron (BA.5.X)],0.1097,ng
2023-02-20,ČN Nova Gorica,BQ.1* [Omikron (BQ.1.X)],0.1544,ng
2023-02-20,ČN Nova Gorica,Drugo,0.002,ng
2023-02-20,ČN Nova Gorica,Omikron,0.5555,ng
2023-02-26,CČN Ljubljana,BA.2.75* [Omikron (BA.2.75.X)],0.1986,lj
2023-02-26,CČN Ljubljana,BQ.1* [Omikron (BQ.1.X)],0.3146,lj
2023-02-26,CČN Ljubljana,Omikron,0.4868,lj
2023-02-26,CČN Murska Sobota,BQ.1* [Omikron (BQ.1.X)],0.1552,ms
2023-02-26,CČN Murska Sobota,Drugo,0.0045,ms
2023-02-26,CČN Murska Sobota,Omikron,0.8385,ms
2023-02-26,ČN Koper,BA.2.75* [Omikron (BA.2.75.X)],0.0417,kp
2023-02-26,ČN Koper,BA.5* [Omikron (BA.5.X)],0.0064,kp
2023-02-26,ČN Koper,BQ.1* [Omikron (BQ.1.X)],0.1018,kp
2023-02-26,ČN Koper,Drugo,0.0085,kp
2023-02-26,ČN Koper,Omikron,0.8412,kp
2023-02-26,ČN Kranj,BA.2.75* [Omikron (BA.2.75.X)],0.0226,kr
2023-02-26,ČN Kranj,BA.5* [Omikron (BA.5.X)],0.0044,kr
2023-02-26,ČN Kranj,BQ.1* [Omikron (BQ.1.X)],0.0113,kr
2023-02-26,ČN Kranj,Drugo,0.0072,kr
2023-02-26,ČN Kranj,Omikron,0.9529,kr
2023-02-26,ČN Maribor,BA.5* [Omikron (BA.5.X)],0.2071,mb
2023-02-26,ČN Maribor,BQ.1* [Omikron (BQ.1.X)],0.1262,mb
2023-02-26,ČN Maribor,Drugo,0.0275,mb
2023-02-26,ČN Maribor,Omikron,0.6392,mb
2023-02-26,ČN Nova Gorica,BA.2.75* [Omikron (BA.2.75.X)],0.2141,ng
2023-02-26,ČN Nova Gorica,BA.5* [Omikron (BA.5.X)],0.017,ng
2023-02-26,ČN Nova Gorica,BQ.1* [Omikron (BQ.1.X)],0.2382,ng
2023-02-26,ČN Nova Gorica,Drugo,0.0056,ng
2023-02-26,ČN Nova Gorica,Omikron,0.5247,ng
2023-02-27,CČN Brežice,BA.2.75* [Omikron (BA.2.75.X)],0.1886,kk
2023-02-27,CČN Brežice,BA.5* [Omikron (BA.5.X)],0.0339,kk
2023-02-27,CČN Brežice,BQ.1* [Omikron (BQ.1.X)],0.0079,kk
2023-02-27,CČN Brežice,Drugo,0.0052,kk
2023-02-27,CČN Brežice,Omikron,0.7635,kk
2023-02-27,OČN Šaleške doline,BA.2.75* [Omikron (BA.2.75.X)],0.0534,ce
2023-02-27,OČN Šaleške doline,BA.5* [Omikron (BA.5.X)],0.2398,ce
2023-02-27,OČN Šaleške doline,BQ.1* [Omikron (BQ.1.X)],0.1036,ce
2023-02-27,OČN Šaleške doline,Drugo,0.0048,ce
2023-02-27,OČN Šaleške doline,Omikron,0.5983,ce
2023-02-27,ČN Celje,BA.2.75* [Omikron (BA.2.75.X)],0.0149,ce
2023-02-27,ČN Celje,BA.5* [Omikron (BA.5.X)],0.0526,ce
2023-02-27,ČN Celje,BQ.1* [Omikron (BQ.1.X)],0.2377,ce
2023-02-27,ČN Celje,Drugo,0.0034,ce
2023-02-27,ČN Celje,Omikron,0.6914,ce
2023-02-27,ČN Novo mesto,BA.2.75* [Omikron (BA.2.75.X)],0.2273,nm
2023-02-27,ČN Novo mesto,BA.5* [Omikron (BA.5.X)],0.1406,nm
2023-02-27,ČN Novo mesto,BQ.1* [Omikron (BQ.1.X)],0.0811,nm
2023-02-27,ČN Novo mesto,Drugo,0.0256,nm
2023-02-27,ČN Novo mesto,Omikron,0.5254,nm
2023-03-06,CČN Ljubljana,BA.5* [Omikron (BA.5.X)],0.1014,lj
2023-03-06,CČN Ljubljana,BQ.1* [Omikron (BQ.1.X)],0.2273,lj
2023-03-06,CČN Ljubljana,Drugo,0.0031,lj
2023-03-06,CČN Ljubljana,Omikron,0.6678,lj
2023-03-06,CČN Murska Sobota,BA.5* [Omikron (BA.5.X)],0.0132,ms
2023-03-06,CČN Murska Sobota,BQ.1* [Omikron (BQ.1.X)],0.0025,ms
2023-03-06,CČN Murska Sobota,Drugo,0.0036,ms
2023-03-06,CČN Murska Sobota,Omikron,0.98,ms
2023-03-06,CČN Postojna,BA.2.75* [Omikron (BA.2.75.X)],0.172,po
2023-03-06,CČN Postojna,BA.5* [Omikron (BA.5.X)],0.3538,po
2023-03-06,CČN Postojna,BQ.1* [Omikron (BQ.1.X)],0.1857,po
2023-03-06,CČN Postojna,Drugo,0.0054,po
2023-03-06,CČN Postojna,Omikron,0.2827,po
2023-03-06,ČN Domžale Kamnik,BA.2.75* [Omikron (BA.2.75.X)],0.0733,lj
2023-03-06,ČN Domžale Kamnik,BA.5* [Omikron (BA.5.X)],0.0236,lj
2023-03-06,ČN Domžale Kamnik,BQ.1* [Omikron (BQ.1.X)],0.1841,lj
2023-03-06,ČN Domžale Kamnik,Drugo,0.0057,lj
2023-03-06,ČN Domžale Kamnik,Omikron,0.712,lj
2023-03-06,ČN Koper,BA.2.75* [Omikron (BA.2.75.X)],0.0834,kp
2023-03-06,ČN Koper,BA.5* [Omikron (BA.5.X)],0.1019,kp
2023-03-06,ČN Koper,BQ.1* [Omikron (BQ.1.X)],0.1225,kp
2023-03-06,ČN Koper,Drugo,0.0053,kp
2023-03-06,ČN Koper,Omikron,0.6869,kp
2023-03-06,ČN Maribor,BA.2.75* [Omikron (BA.2.75.X)],0.1074,mb
2023-03-06,ČN Maribor,BA.5* [Omikron (BA.5.X)],0.2318,mb
2023-03-06,ČN Maribor,BQ.1* [Omikron (BQ.1.X)],0.0013,mb
2023-03-06,ČN Maribor,Drugo,0.0038,mb
2023-03-06,ČN Maribor,Omikron,0.6555,mb
2023-03-06,ČN Nova Gorica,BA.2.75* [Omikron (BA.2.75.X)],0.0263,ng
2023-03-06,ČN Nova Gorica,BA.5* [Omikron (BA.5.X)],0.0195,ng
2023-03-06,ČN Nova Gorica,BQ.1* [Omikron (BQ.1.X)],0.0021,ng
2023-03-06,ČN Nova Gorica,Omikron,0.9521,ng
2023-03-07,CČN Slovenj Gradec,BA.2.75* [Omikron (BA.2.75.X)],0.1424,sg
2023-03-07,CČN Slovenj Gradec,BA.5* [Omikron (BA.5.X)],0.0019,sg
2023-03-07,CČN Slovenj Gradec,BQ.1* [Omikron (BQ.1.X)],0.113,sg
2023-03-07,CČN Slovenj Gradec,Drugo,0.0034,sg
2023-03-07,CČN Slovenj Gradec,Omikron,0.739,sg
2023-03-07,CČN Trbovlje,BA.2.75* [Omikron (BA.2.75.X)],0.4264,za
2023-03-07,CČN Trbovlje,BA.5* [Omikron (BA.5.X)],0.0346,za
2023-03-07,CČN Trbovlje,BQ.1* [Omikron (BQ.1.X)],0.5092,za
2023-03-07,CČN Trbovlje,Drugo,0.0035,za
2023-03-07,CČN Trbovlje,Omikron,0.0252,za
2023-03-07,CČN Zagorje,BA.2.75* [Omikron (BA.2.75.X)],0.0014,za
2023-03-07,CČN Zagorje,BA.5* [Omikron (BA.5.X)],0.0127,za
2023-03-07,CČN Zagorje,BQ.1* [Omikron (BQ.1.X)],0.0029,za
2023-03-07,CČN Zagorje,Omikron,0.983,za
2023-03-07,OČN Šaleške doline,BA.2.75* [Omikron (BA.2.75.X)],0.1142,ce
2023-03-07,OČN Šaleške doline,BQ.1* [Omikron (BQ.1.X)],0.1125,ce
2023-03-07,OČN Šaleške doline,Drugo,0.0025,ce
2023-03-07,OČN Šaleške doline,Omikron,0.7681,ce
2023-03-12,CČN Ljubljana,BA.2.75* [Omikron (BA.2.75.X)],0.0988,lj
2023-03-12,CČN Ljubljana,BA.5* [Omikron (BA.5.X)],0.0396,lj
2023-03-12,CČN Ljubljana,BQ.1* [Omikron (BQ.1.X)],0.0026,lj
2023-03-12,CČN Ljubljana,Omikron,0.8589,lj
2023-03-12,CČN Murska Sobota,BA.5* [Omikron (BA.5.X)],0.035,ms
