"datum","WWTP","flow","conc_SARS_N3_raw","COD","norm_vl_SARS_N3","estimated","aktivni_100.000","lat","lng","Statistična_regija","preb_2022H2","Delež.preb..priključen.na.ČN"
"2023-03-06","ČN_Maribor",23968000,15000000,690,260869565217391.3,157.57329626394414,169,46.5045,15.7144,"Podravska",1029059,0.335
"2023-03-12","ČN_Maribor",24832000,55234763.3809834,600,1104695267619668,719.3082406354736,180,46.5045,15.7144,"Podravska",1029059,0.335
"2023-03-19","ČN_Maribor",22192000,43191609.112519786,820,632072328475899.4,399.782087847702,169,46.5045,15.7144,"Podravska",1029059,0.335
"2023-03-26","ČN_Maribor",30480000,144241024.11024463,950,1821991883497826.8,1217.6578797639238,183,46.5045,15.7144,"Podravska",1029059,0.335
"2023-04-02","ČN_Maribor",25120000,73054247.84031393,520,1685867257853398.3,1122.1414737589175,144,46.5045,15.7144,"Podravska",1029059,0.335
"2022-09-05","ČN_Nova_Gorica",4248000,67376765.393234,580,1394002042618634.5,1067.9809457662816,513,45.9057,13.6298,"Goriška",363705,0.215
"2022-09-11","ČN_Nova_Gorica",5635000,170563369.008969,270,7580594178176402,2496.993284468546,626,45.9057,13.6298,"Goriška",363705,0.215
"2022-09-18","ČN_Nova_Gorica",8536000,33092510.1977519,190,2090053275647488.5,1308.523970551871,971,45.9057,13.6298,"Goriška",363705,0.215
"2022-09-25","ČN_Nova_Gorica",25826000,59622188.0399425,120,5962218803994250,2213.649694806122,971,45.9057,13.6298,"Goriška",363705,0.215
"2022-10-02","ČN_Nova_Gorica",11433000,70764055.0936313,190,4469308742755661,1915.7204158344857,1172,45.9057,13.6298,"Goriška",363705,0.215
"2022-10-10","ČN_Nova_Gorica",6404000,58213558.3464828,420,1663244524185222.8,1166.8851164218675,1178,45.9057,13.6298,"Goriška",363705,0.215
"2022-10-16","ČN_Nova_Gorica",6116000,311689822.118647,350,10686508186925040,2966.2899797784194,893,45.9057,13.6298,"Goriška",363705,0.215
"2022-10-23","ČN_Nova_Gorica",8998000,10971412.0865266,210,626937833515805.9,715.3341363188042,640,45.9057,13.6298,"Goriška",363705,0.215
"2022-11-01","ČN_Nova_Gorica",5830000,161192068.540846,260,7439633932654431,2473.5971110525375,499,45.9057,13.6298,"Goriška",363705,0.215
"2022-11-06","ČN_Nova_Gorica",8417000,18518004.7434817,190,1169558194325160,977.9691673163007,312,45.9057,13.6298,"Goriška",363705,0.215
"2022-11-14","ČN_Nova_Gorica",9677000,15631463.3924012,380,493625159760037.9,634.5053186233931,404,45.9057,13.6298,"Goriška",363705,0.215
"2022-11-20","ČN_Nova_Gorica",7402000,30208208.0706429,360,1006940269021430,907.2267562456681,437,45.9057,13.6298,"Goriška",363705,0.215
"2022-11-27","ČN_Nova_Gorica",10022000,41894268.5121337,280,1795468650520015.8,1212.5235605339585,665,45.9057,13.6298,"Goriška",363705,0.215
"2022-12-04","ČN_Nova_Gorica",19606000,19326515.8749506,160,1449488690621295,1089.0939656398741,753,45.9057,13.6298,"Goriška",363705,0.215
"2022-12-11","ČN_Nova_Gorica",16499700,16077034.6748811,140,1378031543561237,1061.8267517785955,922,45.9057,13.6298,"Goriška",363705,0.215
"2022-12-26","ČN_Nova_Gorica",6912000,4460005.48571204,250,214080263314177.9,417.31646192828765,532,45.9057,13.6298,"Goriška",363705,0.215
"2023-01-02","ČN_Nova_Gorica",10340000,7523386.87180752,374,241392092143556.78,443.21976981348814,394,45.9057,13.6298,"Goriška",363705,0.215
"2023-01-08","ČN_Nova_Gorica",24685000,14612745.3816986,375,467607852214355.2,617.5061156004509,306,45.9057,13.6298,"Goriška",363705,0.215
"2023-01-15","ČN_Nova_Gorica",30154000,3118277.41855275,255,146742466755423.5,345.30447827780665,160,45.9057,13.6298,"Goriška",363705,0.215
"2023-01-22","ČN_Nova_Gorica",9728000,605158.884371587,410,17711967347461.082,119.5753949533657,113,45.9057,13.6298,"Goriška",363705,0.215
"2023-01-30","ČN_Nova_Gorica",6571000,2449531.96436749,384,76547873886484.05,249.14667896368698,62,45.9057,13.6298,"Goriška",363705,0.215
"2023-02-05","ČN_Nova_Gorica",6209000,3091301.45302689,280,132484347986866.69,328.04856628186155,29,45.9057,13.6298,"Goriška",363705,0.215
"2023-02-12","ČN_Nova_Gorica",6258000,21233768.1406999,263,968841131895052.5,889.8451784658974,23,45.9057,13.6298,"Goriška",363705,0.215
"2023-02-20","ČN_Nova_Gorica",6307000,33662426.5637395,420,961783616106842.75,886.5882249407887,74,45.9057,13.6298,"Goriška",363705,0.215
"2023-02-26","ČN_Nova_Gorica",6148000,18714723.8178031,502,447363915963420.75,603.95030516935185,105,45.9057,13.6298,"Goriška",363705,0.215
"2023-03-06","ČN_Nova_Gorica",5962000,10900000,471,277707006369426.78,475.493809125658,166,45.9057,13.6298,"Goriška",363705,0.215
"2023-03-12","ČN_Nova_Gorica",6039000,56041158.997983,408,1648269382293618,1161.603972790231,179,45.9057,13.6298,"Goriška",363705,0.215
"2023-03-19","ČN_Nova_Gorica",6324000,77488456.11875948,374,2486260624131320,1427.5540842180549,234,45.9057,13.6298,"Goriška",363705,0.215
"2023-03-26","ČN_Nova_Gorica",16580000,48200761.605513185,144,4016730133792766,1815.8366746186387,177,45.9057,13.6298,"Goriška",363705,0.215
"2023-04-02","ČN_Nova_Gorica",8983000,14167491.726805182,189,899523284241598.9,857.3233693952643,183,45.9057,13.6298,"Goriška",363705,0.215
"2022-09-05","ČN_Novo_mesto",2919000,148749833.330215,1010,1767324752438198,3205.3802029768985,760,45.8197,15.1863,"Jugovzhodna Slovenija",456742,0.171
"2022-09-12","ČN_Novo_mesto",3100000,236021878.174755,946,2993935029700908.5,5231.659439460643,1046,45.8197,15.1863,"Jugovzhodna Slovenija",456742,0.171
"2022-09-19","ČN_Novo_mesto",5012000,174654074.019867,472,4440357814064415.5,7546.179532648082,1224,45.8197,15.1863,"Jugovzhodna Slovenija",456742,0.171
"2022-09-27","ČN_Novo_mesto",6297000,4276031.47450164,364,140968070587966.16,305.65771423824106,1563,45.8197,15.1863,"Jugovzhodna Slovenija",456742,0.171
"2022-10-03","ČN_Novo_mesto",4430000,106011064.640437,619,2055141802399424.8,3687.8883609433233,1399,45.8197,15.1863,"Jugovzhodna Slovenija",456742,0.171
"2022-10-10","ČN_Novo_mesto",1910000,40715109.1393976,1120,436233312207831.4,873.350970660184,1266,45.8197,15.1863,"Jugovzhodna Slovenija",456742,0.171
"2022-10-17","ČN_Novo_mesto",3295000,4361573.92057377,885,59139985363712.13,136.34379866763447,1031,45.8197,15.1863,"Jugovzhodna Slovenija",456742,0.171
"2022-10-24","ČN_Novo_mesto",3293000,22355391.1202918,888,302099880003943.2,620.710062565596,684,45.8197,15.1863,"Jugovzhodna Slovenija",456742,0.171
"2022-11-02","ČN_Novo_mesto",3096000,383469247.231105,864,5325961767098681,8935.72642591332,538,45.8197,15.1863,"Jugovzhodna Slovenija",456742,0.171
"2022-11-07","ČN_Novo_mesto",3407000,47601083.8377858,1090,524048629406816.1,1035.6588508440668,350,45.8197,15.1863,"Jugovzhodna Slovenija",456742,0.171
"2022-11-14","ČN_Novo_mesto",3170000,19238103.3277195,759,304159736406632.4,624.6425335765632,350,45.8197,15.1863,"Jugovzhodna Slovenija",456742,0.171
"2022-11-21","ČN_Novo_mesto",5009000,31213688.6804043,377,993539162240985.6,1876.7729639386434,413,45.8197,15.1863,"Jugovzhodna Slovenija",456742,0.171
"2022-11-28","ČN_Novo_mesto",3736000,26950687.6339531,677,477707904885431.56,950.2699911598,511,45.8197,15.1863,"Jugovzhodna Slovenija",456742,0.171
"2022-12-05","ČN_Novo_mesto",4143000,32622015.8688113,431,908269583354374.9,1726.606945505332,702,45.8197,15.1863,"Jugovzhodna Slovenija",456742,0.171
"2022-12-12","ČN_Novo_mesto",5097000,19749673.3919687,122,1942590825439544.3,3499.811333962499,1131,45.8197,15.1863,"Jugovzhodna Slovenija",456742,0.171
"2022-12-19","ČN_Novo_mesto",4571000,41572412.6481211,345,1445996961673777.5,2660.0192588474947,1213,45.8197,15.1863,"Jugovzhodna Slovenija",456742,0.171
"2022-12-28","ČN_Novo_mesto",4266000,15582965.2230873,808,231430176580504.47,484.5412770921968,935,45.8197,15.1863,"Jugovzhodna Slovenija",456742,0.171
"2023-01-04","ČN_Novo_mesto",3335000,13721958.2397171,1350,121972962130818.67,267.18801276329083,646,45.8197,15.1863,"Jugovzhodna Slovenija",456742,0.171
"2023-01-09","ČN_Novo_mesto",4047000,17518567.4556571,550,382223289941609.44,772.3971604035718,413,45.8197,15.1863,"Jugovzhodna Slovenija",456742,0.171
"2023-01-16","ČN_Novo_mesto",4414000,6335704.38543955,413,184088263015192.72,391.7020128300608,207,45.8197,15.1863,"Jugovzhodna Slovenija",456742,0.171
"2023-01-23","ČN_Novo_mesto",4190000,3843634.55443386,265,174051376049835.13,371.81473371808175,148,45.8197,15.1863,"Jugovzhodna Slovenija",456742,0.171
"2023-01-30","ČN_Novo_mesto",4661000,46860235.7741352,556,1011371995125220.1,1908.0602708485785,172,45.8197,15.1863,"Jugovzhodna Slovenija",456742,0.171
"2023-02-06","ČN_Novo_mesto",4006000,27093214.8697565,661,491858666319331.4,976.4041979468992,204,45.8197,15.1863,"Jugovzhodna Slovenija",456742,0.171
"2023-02-20","ČN_Novo_mesto",4275000,41345393.0573952,677,732857779451613.5,1414.4238900049852,191,45.8197,15.1863,"Jugovzhodna Slovenija",456742,0.171
"2023-02-27","ČN_Novo_mesto",4585000,32720448.5746264,474,828365786699402.6,1584.9845381862026,196,45.8197,15.1863,"Jugovzhodna Slovenija",456742,0.171
"2023-03-07","ČN_Novo_mesto",3722000,66200000,575,1381565217391304.3,2549.686163822865,223,45.8197,15.1863,"Jugovzhodna Slovenija",456742,0.171
"2023-03-13","ČN_Novo_mesto",3796000,33104368.645166792,796,499060833846735.5,989.684983555434,249,45.8197,15.1863,"Jugovzhodna Slovenija",456742,0.171
"2023-03-20","ČN_Novo_mesto",3581000,107169658.35112934,1050,1224796095441478.3,2279.6750269805502,172,45.8197,15.1863,"Jugovzhodna Slovenija",456742,0.171
"2023-03-27","ČN_Novo_mesto",4834000,10838589.968132699,414,314162028061817.3,643.7114174669991,257,45.8197,15.1863,"Jugovzhodna Slovenija",456742,0.171
"2023-04-03","ČN_Novo_mesto",4023000,82187278.25523172,1096,899860710823705.1,1711.7457563016364,199,45.8197,15.1863,"Jugovzhodna Slovenija",456742,0.171
"2022-09-05","OČN_Šaleške doline",11059000,164793364.859949,360,5493112161998300,2144.1295861579424,518,46.3805,15.6489,"Savinjska",809738,0.29
"2022-09-12","OČN_Šaleške doline",10868000,120391937.643268,340,4249127210938871,1754.2475619649795,716,46.3805,15.6489,"Savinjska",809738,0.29
"2022-09-19","OČN_Šaleške doline",17119000,87226547.3321047,184,5688687869485088,2203.5655954018857,891,46.3805,15.6489,"Savinjska",809738,0.29
"2022-09-26","OČN_Šaleške doline",33037000,11607113.5287032,155,898615240931860.75,520.8858834531395,825,46.3805,15.6489,"Savinjska",809738,0.29
"2022-10-03","OČN_Šaleške doline",15860000,92004301.6312732,280,3943041498483136.5,1654.6815871717693,919,46.3805,15.6489,"Savinjska",809738,0.29
"2022-10-10","OČN_Šaleške doline",12573000,160778963.060018,450,4287439014933813.5,1766.5975795658112,1042,46.3805,15.6489,"Savinjska",809738,0.29
"2022-10-17","OČN_Šaleške doline",11482000,55576395.5556494,385,1732251290046214.8,870.0018937730906,825,46.3805,15.6489,"Savinjska",809738,0.29
"2022-10-24","OČN_Šaleške doline",15579000,2478724.42578772,240,123936221289386.02,110.73767555525288,636,46.3805,15.6489,"Savinjska",809738,0.29
"2022-11-02","OČN_Šaleške doline",11333000,324352516.054644,540,7207833690103201,2651.34383534583,384,46.3805,15.6489,"Savinjska",809738,0.29
"2022-11-07","OČN_Šaleške doline",11638000,28627473.3807014,340,1010381413436519.9,570.8654354384885,271,46.3805,15.6489,"Savinjska",809738,0.29
"2022-11-14","OČN_Šaleške doline",11019000,15470285.9888539,390,476008799657043.06,317.00079582348934,222,46.3805,15.6489,"Savinjska",809738,0.29
"2022-11-21","OČN_Šaleške doline",12466000,48495211.7077387,330,1763462243917770.8,882.2293820276302,193,46.3805,15.6489,"Savinjska",809738,0.29
"2022-11-28","OČN_Šaleške doline",13283000,32631868.7606025,350,1118806928934943,618.2069371329309,276,46.3805,15.6489,"Savinjska",809738,0.29
"2022-12-05","OČN_Šaleške doline",26456000,16630436.3472197,172,1160263000968816.3,636.0390160995464,325,46.3805,15.6489,"Savinjska",809738,0.29
"2022-12-12","OČN_Šaleške doline",31901000,22074572.6545391,122,2171269441430075.8,1037.993947716624,474,46.3805,15.6489,"Savinjska",809738,0.29
"2022-12-19","OČN_Šaleške doline",21766000,15288358.1705764,190,965580516036404,550.9842667201644,643,46.3805,15.6489,"Savinjska",809738,0.29
"2022-12-27","OČN_Šaleške doline",14533000,7505994.34219742,380,237031400279918.53,183.8199397288149,599,46.3805,15.6489,"Savinjska",809738,0.29
"2023-01-03","OČN_Šaleške doline",13181000,96647238.7955795,470,2467589075631817,1147.145185019269,408,46.3805,15.6489,"Savinjska",809738,0.29
"2023-01-09","OČN_Šaleške doline",25063000,8410318.25025102,248,406950883076662.25,280.45053529177306,337,46.3805,15.6489,"Savinjska",809738,0.29
"2023-01-23","OČN_Šaleške doline",30106000,11831.086891113,150,946486951289.04,2.4526624965357002,115,46.3805,15.6489,"Savinjska",809738,0.29
"2023-01-30","OČN_Šaleške doline",18833000,2385316.66038534,178,160807864745079.1,135.73707585739115,68,46.3805,15.6489,"Savinjska",809738,0.29
"2023-02-06","OČN_Šaleške doline",18257000,1900580.99999179,210,108604628570959.42,99.87854272483133,40,46.3805,15.6489,"Savinjska",809738,0.29
"2023-02-13","OČN_Šaleške doline",14352000,4315410.10227682,270,191796004545636.44,155.78087019360873,40,46.3805,15.6489,"Savinjska",809738,0.29
"2023-02-20","OČN_Šaleške doline",14171000,15016908.3055784,322,559636334369381.44,359.747606283226,40,46.3805,15.6489,"Savinjska",809738,0.29
"2023-02-27","OČN_Šaleške doline",15889000,12421614.7994535,240,621080739972675,390.2635670908963,66,46.3805,15.6489,"Savinjska",809738,0.29
"2023-03-07","OČN_Šaleške doline",12979000,20900000,340,737647058823529.4,446.41833523522877,99,46.3805,15.6489,"Savinjska",809738,0.29
"2023-03-13","OČN_Šaleške doline",13517000,44784000.79748942,310,1733574224418945.3,870.5211497706383,153,46.3805,15.6489,"Savinjska",809738,0.29
"2023-03-20","OČN_Šaleške doline",12969000,38168340.64386136,340,1347117905077460,714.7730699367545,184,46.3805,15.6489,"Savinjska",809738,0.29
"2023-03-27","OČN_Šaleške doline",35370000,15796718.979171231,150,1263737518333698.5,679.9555058678085,205,46.3805,15.6489,"Savinjska",809738,0.29
"2023-04-03","OČN_Šaleške doline",13562000,25550932.93356787,380,806871566323195.9,478.83828093680205,177,46.3805,15.6489,"Savinjska",809738,0.29
